problem_solution_key,id,title,solution_column,solution_index,source_broad_tag,source_broad_score,BACKTRACKING,BFS,BINARY_SEARCH,BITMASK,BRUTE_FORCE,COMBINATORICS,DFS,DIJKSTRA,DP,FENWICK_TREE,GCD_LCM,GEOMETRY,GRAPH,GREEDY,MATH,MODULAR_ARITHMETIC,PARAMETRIC_SEARCH,PREFIX_SUM,PRIORITY_QUEUE,SEGMENT_TREE,SIEVE,SIMULATION,SORTING,STACK,TOPO_SORT,TREE,TWO_POINTERS,UNION_FIND,recheck_best_candidate,recheck_best_score,recheck_decision,recheck_reason
1475_D_solution_11,1475_D,Cleaning the Phone,solution_11,11,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,85,0,,,40,0,,,0,0,PRIORITY_QUEUE,85,KEEP_ORIGINAL,"그리디 전략을 구현하기 위해 PriorityQueue를 사용한 것이 명확하며, 다른 특정 알고리즘으로 대체될 구조가 아님"
1475_D_solution_10,1475_D,Cleaning the Phone,solution_10,10,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,90,0,,,85,0,SORTING,90,KEEP_ORIGINAL,"정렬과 투 포인터는 그리디 전략을 구현하기 위한 최적화 수단이며, 풀이의 핵심 논리는 가중치별 최적 선택을 수행하는 그리디에 있음."
1475_D_solution_14,1475_D,Cleaning the Phone,solution_14,14,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,90,0,,,20,0,SORTING,90,KEEP_ORIGINAL,"정렬은 그리디 선택을 위한 전처리 단계이며, 핵심 로직은 매 순간 최적의 앱을 선택하는 그리디 전략임"
1475_D_solution_17,1475_D,Cleaning the Phone,solution_17,17,GREEDY,95,,,85,,,,,,0,0,,,0,,,,0,,0,0,,,90,0,,,40,0,SORTING,90,KEEP_ORIGINAL,"내림차순 정렬 후 선택하는 전형적인 Greedy 문제이며, 이분 탐색은 이를 가속하기 위한 도구로 사용되었음"
1475_D_solution_18,1475_D,Cleaning the Phone,solution_18,18,GREEDY,95,,,85,,,,,,0,0,,,0,,,,0,,0,0,,,90,0,,,0,0,SORTING,90,KEEP_ORIGINAL,"정렬 후 최댓값을 우선 선택하는 전형적인 Greedy 전략이며, 이분 탐색은 이를 보조하는 수단으로 사용됨"
1475_D_solution_16,1475_D,Cleaning the Phone,solution_16,16,GREEDY,90,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,95,0,,,90,0,SORTING,95,LIKELY_SPECIFIC_ALGORITHM,"그리디한 선택을 위해 SORTING이 필수적이며, 최적의 조합을 찾기 위해 TWO_POINTERS 구조가 시간복잡도를 결정함"
1475_D_solution_13,1475_D,Cleaning the Phone,solution_13,13,GREEDY,85,,,90,,,,,,0,0,,,0,,,,95,,0,0,,,85,0,,,0,0,PARAMETRIC_SEARCH,95,LIKELY_SPECIFIC_ALGORITHM,"그리디한 선택이 포함되어 있으나, 전체적인 풀이 구조와 시간복잡도를 결정하는 핵심은 정답 값에 대한 이분 탐색(Parametric Search)임"
1475_D_solution_19,1475_D,Cleaning the Phone,solution_19,19,GREEDY,90,,,95,,,,,,0,0,,,0,,,,0,,0,0,,,85,0,,,0,0,BINARY_SEARCH,95,LIKELY_SPECIFIC_ALGORITHM,"그리디한 정렬 선택이 기반이 되지만, 실제 최적의 조합을 찾는 핵심 메커니즘은 누적합 기반의 이분 탐색임."
1475_D_solution_20,1475_D,Cleaning the Phone,solution_20,20,GREEDY,95,,,0,,,,,,10,0,,,0,,,,0,,0,0,,,85,0,,,0,0,SORTING,85,KEEP_ORIGINAL,"전형적인 그리디 전략이며, 정렬은 그리디를 위한 도구로 사용됨. 다른 구체적 알고리즘이 핵심 구조를 대체하지 않음"
487_A_solution_1,487_A,Fight the Monster,solution_1,1,MATH,60,,,0,,95,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,95,LIKELY_SPECIFIC_ALGORITHM,"단순 산술 계산이 포함되어 있으나, 전체적인 문제 해결 구조는 가능한 모든 경우의 수를 탐색하는 BRUTE_FORCE가 핵심임"
487_A_solution_5,487_A,Fight the Monster,solution_5,5,MATH,60,,,0,,95,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,95,LIKELY_SPECIFIC_ALGORITHM,"수학적 계산이 포함되어 있으나, 풀이의 핵심 구조는 모든 가능한 ATK/DEF 조합을 확인하는 BRUTE_FORCE에 있음"
487_A_solution_6,487_A,Fight the Monster,solution_6,6,MATH,60,,,0,,95,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,95,KEEP_ORIGINAL,"단순한 산술 연산(나눗셈, 곱셈)이 사용되었으나, 문제 해결의 핵심은 수학적 정리보다 가능한 조합을 모두 확인하는 브루트포스 구조에 있음."
487_A_solution_8,487_A,Fight the Monster,solution_8,8,DP,65,,0,0,0,,,0,0,,0,,,,0,,,,0,,0,,,,,0,0,,,PREFIX_SUM,0,LIKELY_SPECIFIC_ALGORITHM,메모이제이션 구조를 띠고 있으나 실제로는 제한된 범위 내의 모든 ATK/DEF 조합을 확인하는 완전 탐색(BRUTE_FORCE)이 핵심임
487_A_solution_12,487_A,Fight the Monster,solution_12,12,MATH,60,,,0,,95,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,95,KEEP_ORIGINAL,"단순 산술 계산은 포함되어 있으나, 특정한 수학적 정리를 이용한 풀이가 아니라 전수 조사가 핵심임."
487_A_solution_14,487_A,Fight the Monster,solution_14,14,MATH,60,,,0,,95,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,95,LIKELY_SPECIFIC_ALGORITHM,"단순한 산술 계산(ceil)이 포함되어 있으나, 전체 풀이 구조는 BRUTE_FORCE에 의해 결정됨"
487_A_solution_13,487_A,Fight the Monster,solution_13,13,MATH,60,,,0,,95,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,95,KEEP_ORIGINAL,"수식 계산이 포함되어 있으나, 문제 해결의 핵심 구조는 모든 조합을 시도하는 완전 탐색에 있음."
487_A_solution_16,487_A,Fight the Monster,solution_16,16,MATH,80,,,0,,95,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,95,KEEP_ORIGINAL,"기본적인 산술 연산(나눗셈, 올림)을 사용하고 있으나, 수학적 정리가 핵심인 문제라기보다는 가능한 조합을 찾는 브루트포스가 핵심임."
487_A_solution_18,487_A,Fight the Monster,solution_18,18,MATH,60,,,0,,95,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,95,KEEP_ORIGINAL,"기본적인 산술 계산이 포함되어 있으나, 전체 풀이의 핵심은 모든 조합을 찾는 브루트포스 탐색임"
487_A_solution_20,487_A,Fight the Monster,solution_20,20,MATH,60,,,0,,100,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,100,KEEP_ORIGINAL,"단순한 사칙연산과 올림 계산이 포함되어 있으나, 풀이의 핵심은 가능한 모든 능력치 조합을 조사하는 BRUTE_FORCE에 있음"
1367_C_solution_1,1367_C,Social Distance,solution_1,1,GREEDY,95,,,0,,,,,,10,0,,,0,,,,0,,0,0,,,0,0,,,40,0,TWO_POINTERS,40,KEEP_ORIGINAL,"가장 왼쪽부터 배치하는 Greedy 전략이 최적임이 명확하며, 슬라이딩 윈도우는 이를 구현하기 위한 최적화 도구일 뿐임"
1367_C_solution_2,1367_C,Social Distance,solution_2,2,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"단순 구간 계산을 통한 최적해 도출 방식으로, 다른 구체적인 알고리즘으로 대체할 필요가 없는 전형적인 그리디/수학 문제임"
1367_C_solution_2,1367_C,Social Distance,solution_2,2,MATH,80,,,0,,0,40,,,0,,0,0,,95,,0,0,,,,0,,,,,,,,GREEDY,95,KEEP_ORIGINAL,"기본적인 사칙연산 및 나눗셈을 이용한 길이 계산이 핵심이며, 특정 고등 수학 태그로 분류하기보다 그리디한 접근의 보조 수단으로 쓰인 수학으로 판단됨"
1367_C_solution_5,1367_C,Social Distance,solution_5,5,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,왼쪽부터 차례대로 채워나가는 그리디 전략이 본 문제의 최적해를 보장함
1367_C_solution_3,1367_C,Social Distance,solution_3,3,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,10,0,TWO_POINTERS,10,KEEP_ORIGINAL,"가장 왼쪽부터 가능한 위치에 배치하는 단순 그리디 전략이 최적해를 보장하는 문제이며, 다른 복잡한 알고리즘이 필요하지 않음"
1367_C_solution_4,1367_C,Social Distance,solution_4,4,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,단순 선형 구조에서 가장 앞선 가능한 위치를 선택하는 전형적인 그리디 풀이임
1367_C_solution_6,1367_C,Social Distance,solution_6,6,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"전형적인 구간 그리디 문제이며, 별도의 복잡한 자료구조 없이 수학적 계산만으로 해결 가능함"
1367_C_solution_6,1367_C,Social Distance,solution_6,6,MATH,90,,,0,,0,0,,,0,,0,0,,95,,0,0,,,,0,,,,,,,,GREEDY,95,KEEP_ORIGINAL,"수학적 계산이 사용되었으나, 전체적인 풀이의 방향성은 그리디한 배치 전략에 기반함"
1367_C_solution_7,1367_C,Social Distance,solution_7,7,GREEDY,95,,,0,,,,,,10,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,10,KEEP_ORIGINAL,특정 자료구조를 이용한 최적화보다 단순 순회 기반의 그리디 배치가 문제의 핵심 논리임
1367_C_solution_8,1367_C,Social Distance,solution_8,8,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"구간별로 최대 개수를 채우는 전형적인 그리디 접근 방식이며, 더 구체적인 자료구조나 알고리즘이 필요하지 않음."
1367_C_solution_8,1367_C,Social Distance,solution_8,8,MATH,85,,,0,,0,0,,,0,,0,0,,95,,0,0,,,,0,,,,,,,,GREEDY,95,KEEP_ORIGINAL,"단순한 정수 나눗셈을 통한 개수 산출이므로, 더 구체적인 수학 분과(정수론 등)로 분류하기보다 일반적인 MATH/GREEDY 조합이 적절함."
1367_C_solution_9,1367_C,Social Distance,solution_9,9,GREEDY,95,,,0,,,,,,10,0,,,0,,,,0,,0,0,,,0,0,,,30,0,TWO_POINTERS,30,KEEP_ORIGINAL,"단순 선형 탐색과 그리디 선택으로 문제가 해결되며, 더 구체적인 알고리즘(예: 세그먼트 트리 등)을 사용할 필요가 없는 구조임"
1367_C_solution_11,1367_C,Social Distance,solution_11,11,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"전형적인 그리디 배치 문제이며, 특정 고급 자료구조나 다른 알고리즘으로 대체할 필요 없이 수학적 계산만으로 최적해가 보장됩니다."
1367_C_solution_11,1367_C,Social Distance,solution_11,11,MATH,80,,,0,,0,0,,,0,,0,0,,95,,0,0,,,,0,,,,,,,,GREEDY,95,KEEP_ORIGINAL,"단순 산술 연산(나눗셈, 나머지)을 이용한 배치 계산이므로, 구체적인 수학 이론보다는 그리디한 배치 전략의 보조 수단으로 수학이 사용되었습니다."
1367_C_solution_10,1367_C,Social Distance,solution_10,10,GREEDY,95,,,0,,,,,,10,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,10,KEEP_ORIGINAL,"구간별 최적 배치를 수행하는 그리디 접근이 명확하며, 다른 구체적인 알고리즘으로 대체할 필요가 없음."
1367_C_solution_10,1367_C,Social Distance,solution_10,10,MATH,85,,,0,,0,0,,,10,,0,0,,95,,0,0,,,,0,,,,,,,,GREEDY,95,KEEP_ORIGINAL,"수학적 나눗셈 공식이 사용되었으나, 이는 그리디한 배치 전략을 구현하기 위한 수단임."
1367_C_solution_12,1367_C,Social Distance,solution_12,12,GREEDY,95,,,0,,,,,,10,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,10,KEEP_ORIGINAL,"단순 구간 계산 기반의 그리디 풀이가 최적이며, 다른 복잡한 자료구조나 알고리즘이 필요하지 않음"
1367_C_solution_12,1367_C,Social Distance,solution_12,12,MATH,60,,,0,,0,0,,,0,,0,0,,95,,0,0,,,,0,,,,,,,,GREEDY,95,KEEP_ORIGINAL,"사칙연산을 이용한 인원수 계산이 포함되어 있으나, 핵심은 거리 제약을 만족하는 그리디한 배치 전략임"
1367_C_solution_15,1367_C,Social Distance,solution_15,15,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,20,0,TWO_POINTERS,20,KEEP_ORIGINAL,"단순 선형 탐색과 거리 기반 조건 체크로 충분히 해결 가능한 문제이며, 다른 구체적 알고리즘을 도입할 필요가 없는 전형적인 그리디 문제임"
1367_C_solution_14,1367_C,Social Distance,solution_14,14,GREEDY,90,,,0,,,,,,10,10,,,0,,,,0,,0,10,,,0,0,,,20,0,TWO_POINTERS,20,KEEP_ORIGINAL,"가장 왼쪽부터 가능한 자리를 채우는 Greedy 전략이 핵심이며, 누적합은 이를 보조하는 도구일 뿐임."
1367_C_solution_13,1367_C,Social Distance,solution_13,13,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"구간별로 최선의 배치를 하는 전형적인 그리디 접근법이며, 수식으로 최적해가 증명되는 단순 구조입니다."
1367_C_solution_13,1367_C,Social Distance,solution_13,13,MATH,85,,,0,,0,0,,,0,,0,0,,95,,0,0,,,,0,,,,,,,,GREEDY,95,KEEP_ORIGINAL,"단순 사칙연산 및 몫 계산(floor division)만 사용되었으므로, 고등 수학보다는 그리디 전략의 구현 수단으로 MATH가 사용된 것입니다."
1367_C_solution_16,1367_C,Social Distance,solution_16,16,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"각 빈 구간에서 거리 k를 유지하며 최대한 많이 배치하는 단순 그리디 전략이 최적해를 보장하며, 다른 복잡한 알고리즘의 필요성이 없음."
1367_C_solution_16,1367_C,Social Distance,solution_16,16,MATH,60,,,0,,0,0,,,0,,0,0,,95,,0,0,,,,0,,,,,,,,GREEDY,95,LIKELY_SPECIFIC_ALGORITHM,"기초적인 산술 계산이 포함되어 MATH 점수가 부여되었으나, 실제 풀이의 핵심 논리는 GREEDY한 배치 전략에 있음."
1367_C_solution_18,1367_C,Social Distance,solution_18,18,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"그리디한 선택(최대한 촘촘한 배치)과 이를 계산하는 수학적 공식이 핵심이며, 다른 구체적인 알고리즘으로 대체될 여지가 없음"
1367_C_solution_18,1367_C,Social Distance,solution_18,18,MATH,90,,,0,,0,0,,,0,,0,0,,95,,0,0,,,,0,,,,,,,,GREEDY,95,KEEP_ORIGINAL,정수 나눗셈을 이용한 간격 계산이라는 수학적 성질을 이용한 그리디 풀이임
1367_C_solution_17,1367_C,Social Distance,solution_17,17,GREEDY,90,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"단순한 간격 계산 문제로, 그리디하게 최대한 많이 배치하는 논리가 적절함."
1367_C_solution_17,1367_C,Social Distance,solution_17,17,MATH,75,,,0,,0,0,,,0,,0,0,,90,,0,0,,,,0,,,,,,,,GREEDY,90,KEEP_ORIGINAL,단순 사칙연산과 나눗셈을 이용한 거리 계산이므로 구체적인 수학 알고리즘보다는 GREEDY의 보조 수단으로 사용됨.
1037_C_solution_1,1037_C,Equalize,solution_1,1,GREEDY,95,,,0,,,,,,10,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,10,KEEP_ORIGINAL,"인접한 원소만 고려하는 단순 그리디 최적화이며, 다른 복잡한 알고리즘이 필요하지 않음"
1367_C_solution_19,1367_C,Social Distance,solution_19,19,GREEDY,90,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,50,0,TWO_POINTERS,50,KEEP_ORIGINAL,"그리디하게 간격을 메우는 전략이 핵심이며, 투포인터는 단순히 구간을 찾는 도구로 사용됨."
1367_C_solution_19,1367_C,Social Distance,solution_19,19,MATH,75,,,0,,0,0,,,0,,0,0,,90,,0,0,,,,0,,,,,,,,GREEDY,90,KEEP_ORIGINAL,"수식 사용은 그리디 전략을 효율적으로 구현하기 위한 수단이며, 문제의 본질은 그리디한 배치임."
1037_C_solution_2,1037_C,Equalize,solution_2,2,GREEDY,95,,,0,,,,,,10,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,10,KEEP_ORIGINAL,"인접한 원소에 대한 그리디 선택이 명확하며, 다른 특수 자료구조나 알고리즘이 필요하지 않은 단순 구조임"
1037_C_solution_3,1037_C,Equalize,solution_3,3,GREEDY,95,,,0,,,,,,30,0,,,0,,,,0,,0,0,,,0,0,,,20,0,DP,30,KEEP_ORIGINAL,"인접 스왑 비용이 1이고 개별 반전 비용이 1이므로, 인접한 불일치 쌍을 먼저 처리하는 그리디 전략이 가장 구체적이고 정확한 풀이임."
1037_C_solution_4,1037_C,Equalize,solution_4,4,GREEDY,95,,,0,,,,,,30,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,30,KEEP_ORIGINAL,인접한 두 원소의 상태를 보고 최적의 선택을 하는 그리디 전략이 문제의 비용 구조(|i-j| vs 1)상 최적해를 보장함
1367_C_solution_20,1367_C,Social Distance,solution_20,20,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"단순 구간 합 체크와 그리디한 배치가 핵심이며, 더 구체적인 자료구조나 알고리즘이 필요하지 않음"
1037_C_solution_6,1037_C,Equalize,solution_6,6,GREEDY,95,,,0,,,,,,20,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,20,KEEP_ORIGINAL,"인접 요소에 대한 그리디 선택이 전체 최적해를 보장하는 전형적인 문제이며, 더 구체적인 알고리즘으로 대체할 필요가 없음."
1037_C_solution_5,1037_C,Equalize,solution_5,5,GREEDY,95,,,0,,,,,,30,0,,,0,,,,0,,0,0,,,0,0,,,20,0,DP,30,KEEP_ORIGINAL,인접한 불일치 쌍을 스왑하는 것이 국소적/전역적으로 최적임을 보장하는 전형적인 그리디 풀이임.
1037_C_solution_7,1037_C,Equalize,solution_7,7,GREEDY,90,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,20,0,TWO_POINTERS,20,KEEP_ORIGINAL,인접한 원소 간의 관계만 고려하여 즉각적인 최적 선택을 하는 전형적인 그리디 구조임
1037_C_solution_8,1037_C,Equalize,solution_8,8,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"단순 선형 탐색 기반의 그리디 풀이이며, 다른 구체적인 알고리즘 기법이 필요하지 않음"
1037_C_solution_9,1037_C,Equalize,solution_9,9,GREEDY,95,,,0,,,,,,20,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,20,KEEP_ORIGINAL,"인접 요소 간의 스왑 여부를 결정하는 단순 그리디 전략이 최적이며, 다른 복잡한 알고리즘이 필요하지 않음"
1037_C_solution_10,1037_C,Equalize,solution_10,10,GREEDY,95,,,0,,,,,,20,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,20,KEEP_ORIGINAL,"인접 원소 간의 최적 선택을 통해 전체 최적해를 구하는 전형적인 그리디 문제이며, DP로도 풀 수 있으나 그리디가 더 효율적이고 명확함."
1037_C_solution_11,1037_C,Equalize,solution_11,11,GREEDY,95,,,0,,,,,,20,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,20,KEEP_ORIGINAL,"인접 요소 간의 단순 비교 및 결정 구조이며, 더 구체적인 특수 알고리즘(세그먼트 트리, 유니온 파인드 등)이 필요하지 않은 단순 그리디 풀이임."
1037_C_solution_12,1037_C,Equalize,solution_12,12,GREEDY,95,,,0,,,,,,10,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,10,KEEP_ORIGINAL,"전형적인 그리디 문제이며, 다른 구체적인 자료구조나 알고리즘이 핵심이 아님."
1037_C_solution_13,1037_C,Equalize,solution_13,13,GREEDY,95,,,0,,,,,,30,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,30,KEEP_ORIGINAL,"인접 요소 간의 최적 선택을 수행하는 전형적인 그리디 알고리즘이며, 다른 구체적인 알고리즘 기법이 필요하지 않음"
1037_C_solution_15,1037_C,Equalize,solution_15,15,GREEDY,95,,,0,,,,,,40,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,40,KEEP_ORIGINAL,"인접 요소 간의 국소적 최적 선택(스왑)이 전체 최적해를 보장하는 전형적인 그리디 구조이며, DP보다 훨씬 효율적으로 구현됨."
1037_C_solution_16,1037_C,Equalize,solution_16,16,GREEDY,95,,,0,,,,,,20,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,20,KEEP_ORIGINAL,"인접한 불일치 지점을 즉시 해결하는 방식이 가장 효율적이며, 다른 구체적인 알고리즘이 시간 복잡도나 정답 논리를 결정하지 않음."
1037_C_solution_14,1037_C,Equalize,solution_14,14,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"인접한 원소 간의 최적 선택을 수행하는 전형적인 Greedy 문제이며, 다른 구체적인 자료구조나 알고리즘이 필요하지 않음"
1037_C_solution_17,1037_C,Equalize,solution_17,17,GREEDY,95,,,0,,,,,,10,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,10,KEEP_ORIGINAL,단순한 인접 요소 비교를 통한 최적 선택이므로 GREEDY가 가장 적절함
1037_C_solution_19,1037_C,Equalize,solution_19,19,GREEDY,95,,,0,,,,,,20,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,20,KEEP_ORIGINAL,"인접한 원소 간의 최적 선택을 즉시 수행하는 전형적인 그리디 풀이이며, 더 복잡한 자료구조나 알고리즘이 필요하지 않음."
1037_C_solution_18,1037_C,Equalize,solution_18,18,DP,95,,0,0,0,,,0,0,,0,,,,30,,,,0,,0,,,,,0,0,,,GREEDY,30,KEEP_ORIGINAL,"명확한 점화식(min(approach1, approach2))과 이전 상태(dp[-1], dp[-2])를 이용한 전이가 확인됨."
1037_C_solution_20,1037_C,Equalize,solution_20,20,GREEDY,95,,,0,,,,,,10,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,10,KEEP_ORIGINAL,"단순한 선형 스캔 기반의 그리디 알고리즘이며, 더 구체적인 알고리즘(세그먼트 트리, 이분 탐색 등)이 필요하지 않은 문제 구조임."
804_B_solution_3,804_B,Minimum number of steps,solution_3,3,DP,60,,0,0,0,,,0,0,,0,,,,30,,,,0,,0,,,,,0,0,,,GREEDY,30,KEEP_ORIGINAL,"단순 점화식을 통한 값 계산이며, 복잡한 상태 전이 DP가 아님."
